,Number,Cost of Funds,Lower Limit,E-car Rate,Competition Rate,Recommended Rate,Loan Amount,Profit
30,63,1.1,1.1,5.79,4.19,3.4899999999999918,35000.0,48649.99999999971
31,64,1.7800000000000002,1.7800000000000002,4.89,5.49,4.1899999999999915,30000.0,42299.99999999974
32,69,1.2912999999999997,1.2912999999999997,4.34,4.49,4.1912999999999805,36079.0,68550.09999999931
33,77,1.7800000000000002,1.7800000000000002,4.89,5.49,4.589999999999983,24707.0,44719.669999999576
34,79,1.3178,1.3178,4.85,4.39,4.1877999999999815,26000.0,48619.99999999952
35,80,1.2999999999999998,1.2999999999999998,4.99,5.39,4.429999999999976,35000.0,74549.99999999916
36,83,1.4213,1.4213,4.99,4.99,4.191299999999984,29000.0,51329.999999999534
37,84,1.7163,1.7163,5.25,4.99,4.436299999999985,20182.0,34713.0399999997
38,85,1.1399999999999997,1.1399999999999997,4.89,4.75,4.769999999999965,22300.0,58648.99999999923
39,86,1.3200000000000003,1.3200000000000003,4.35,4.49,3.5899999999999945,23000.0,29209.99999999987
40,87,1.12,1.12,5.19,4.99,5.059999999999959,34500.0,101429.99999999857
41,90,1.69,1.69,4.99,4.99,4.189999999999989,25000.0,37499.99999999972
42,91,1.1100000000000003,1.1100000000000003,4.89,3.99,3.509999999999992,16100.0,22539.99999999986
43,93,1.1,1.1,4.29,3.99,3.5899999999999896,20000.0,29799.99999999979
44,99,1.3399999999999999,1.3399999999999999,5.44,5.65,5.119999999999962,27267.0,75802.25999999896
45,100,1.1138,1.1138,4.29,4.09,4.193799999999976,25000.0,51999.99999999942
46,108,1.3363,1.3363,5.29,5.39,5.286299999999958,20005.0,59014.749999999156
47,110,1.1100000000000003,1.1100000000000003,4.89,4.49,4.07999999999998,16000.0,31519.999999999673
48,114,1.15,1.15,5.79,4.49,4.0799999999999805,15000.0,28949.99999999971
49,115,1.1100000000000003,1.1100000000000003,4.69,3.99,3.58999999999999,45000.0,66599.99999999953
50,116,1.17,1.17,5.39,4.99,5.109999999999959,30250.0,88934.99999999875
51,117,1.1100000000000003,1.1100000000000003,4.89,4.49,4.189999999999977,26000.0,54079.9999999994
52,119,1.38,1.38,4.69,4.5,3.5899999999999954,42000.0,50819.99999999981
53,120,1.7999999999999998,1.7999999999999998,4.89,4.75,4.429999999999986,16595.0,27049.84999999978
54,122,1.1,1.1,4.35,3.49,3.5899999999999896,23000.0,34269.99999999976
55,125,1.31,1.31,4.89,4.99,4.429999999999977,31000.0,65719.99999999927
56,128,1.12,1.12,4.99,3.59,3.58999999999999,59999.0,88198.52999999939
57,131,1.3788,1.3788,5.44,5.65,5.108799999999963,35000.0,95549.9999999987
58,132,1.8399999999999999,1.8399999999999999,6.39,6.25,5.119999999999973,34000.0,77519.99999999907
59,147,2.09,2.09,6.39,4.39,5.209999999999976,25000.0,52999.9999999994
60,152,1.8274999999999997,1.8274999999999997,5.14,4.99,4.187499999999992,64000.0,87039.9999999995
61,154,1.8188,1.8188,5.39,5.49,4.188799999999992,30000.0,41099.99999999975
62,157,1.6,1.6,6.39,4.59,4.189999999999987,46000.0,73139.9999999994
63,159,1.4213,1.4213,4.99,4.99,4.431299999999979,33922.0,68183.21999999929
64,165,1.38,1.38,5.44,5.65,5.109999999999963,59000.0,161069.99999999782
65,168,1.3388,1.3388,4.85,4.49,4.188799999999982,33000.0,61049.9999999994
66,170,1.12,1.12,5.19,4.99,4.429999999999972,31000.0,71609.99999999914
67,171,1.4188,1.4188,4.99,4.5,3.508799999999998,16685.0,18186.649999999965
68,173,1.1100000000000003,1.1100000000000003,4.35,3.99,4.05999999999998,25000.0,48749.99999999949
69,175,1.3319,1.3319,5.44,5.39,4.431899999999977,38595.0,81049.4999999991
70,180,1.8243999999999998,1.8243999999999998,5.95,6.25,5.114399999999972,29500.0,67554.99999999919
71,181,1.3487999999999998,1.3487999999999998,4.85,4.39,3.5087999999999964,17500.0,20299.99999999994
72,188,1.8200000000000003,1.8200000000000003,5.25,4.99,4.189999999999992,30000.0,41099.99999999977
73,189,1.1100000000000003,1.1100000000000003,4.69,4.25,3.58999999999999,48000.0,71039.9999999995
74,190,1.3163,1.3163,4.35,4.39,4.1862999999999815,35619.0,66607.52999999934
75,191,2.0700000000000003,2.0700000000000003,6.39,4.39,4.189999999999998,26999.99,30239.98879999993
76,192,1.8106,1.8106,5.95,6.0,5.110599999999972,36000.0,82799.999999999
77,193,1.1174999999999997,1.1174999999999997,5.09,4.25,4.187499999999977,25900.0,53612.9999999994
78,195,1.1100000000000003,1.1100000000000003,5.19,5.19,5.109999999999958,33500.0,100499.99999999857
79,196,1.125,1.125,7.14,4.39,4.184999999999977,39246.0,80846.7599999991
80,197,1.12,1.12,4.99,3.75,3.509999999999992,22500.0,31274.99999999981
81,199,1.7999999999999998,1.7999999999999998,4.69,5.24,4.1899999999999915,40000.0,55599.999999999665
82,201,1.2999999999999998,1.2999999999999998,4.49,3.99,3.5099999999999953,15000.0,18149.999999999935
83,202,1.0975000000000001,1.0975000000000001,5.79,3.99,4.187499999999977,24999.0,52247.90999999942
84,203,1.12,1.12,5.19,4.99,4.409999999999973,65000.0,148849.99999999822
85,204,1.3600000000000003,1.3600000000000003,4.85,4.89,3.509999999999997,17500.0,20124.99999999994
86,205,1.3205999999999998,1.3205999999999998,4.49,4.49,4.190599999999981,40000.0,74799.99999999926
87,206,1.12,1.12,4.89,3.49,4.189999999999977,40000.0,82799.99999999908
88,207,1.3363,1.3363,4.34,4.49,3.5862999999999947,20000.0,24999.99999999989
89,208,1.12,1.12,4.89,3.69,3.509999999999992,22111.0,30734.28999999982
90,212,1.1,1.1,4.29,3.99,3.5899999999999896,22367.0,33326.82999999977
91,214,1.7999999999999998,1.7999999999999998,5.14,5.24,4.1899999999999915,28000.0,38919.99999999977
92,215,1.1543999999999999,1.1543999999999999,5.99,5.19,4.434399999999973,15999.0,36477.719999999565
93,216,1.3725,1.3725,4.99,4.4,3.5824999999999956,42000.0,50819.99999999981
94,219,1.2738,1.2738,4.35,4.29,4.19379999999998,22500.0,43199.99999999955
95,224,1.3200000000000003,1.3200000000000003,5.44,5.39,5.329999999999957,21443.0,64543.429999999076
96,226,1.8113000000000001,1.8113000000000001,4.89,4.75,4.191299999999992,22500.0,31049.999999999818
97,230,1.12,1.12,5.19,4.99,3.58999999999999,45000.0,66149.99999999955
98,231,1.17,1.17,5.09,4.49,4.189999999999978,40000.0,80799.99999999913
99,232,1.7400000000000002,1.7400000000000002,6.39,4.49,4.4299999999999855,20000.0,33799.99999999971
100,234,1.8188,1.8188,5.39,5.49,4.188799999999992,22500.0,30824.99999999981
101,244,1.1,1.1,4.35,3.99,3.5899999999999896,20000.0,29799.99999999979
102,247,1.3200000000000003,1.3200000000000003,4.35,4.29,4.189999999999982,29000.0,54229.99999999946
103,248,1.12,1.12,4.99,3.59,3.509999999999992,15000.0,20849.999999999876
104,251,1.31,1.31,4.85,4.49,4.189999999999982,27000.0,50759.999999999505
105,255,1.3175,1.3175,4.35,3.99,3.507499999999996,21000.0,24989.999999999913
106,258,1.8369,1.8369,5.39,5.49,4.436899999999987,23081.0,36929.59999999971
107,259,1.3181000000000003,1.3181000000000003,4.35,4.39,4.188099999999982,39000.0,72929.99999999927
108,261,1.1,1.1,5.79,3.85,3.5899999999999896,50000.0,74499.99999999948
109,263,1.3200000000000003,1.3200000000000003,4.35,4.49,3.5099999999999962,24000.0,28559.999999999905
110,265,1.1,1.1,4.29,3.99,4.079999999999979,27000.0,53459.99999999942
111,270,1.0975000000000001,1.0975000000000001,5.99,4.79,4.437499999999972,32000.0,74879.99999999908
112,271,1.12,1.12,4.89,4.25,4.189999999999977,37000.0,76589.99999999916
113,273,1.38,1.38,7.59,5.29,3.5899999999999954,47000.0,56869.999999999796
114,276,1.3200000000000003,1.3200000000000003,4.49,4.39,4.189999999999982,52000.0,97239.99999999904
115,277,1.3200000000000003,1.3200000000000003,5.19,5.39,5.179999999999961,24084.0,68880.23999999904
116,278,1.12,1.12,5.19,5.19,4.429999999999972,15000.0,34649.99999999958
117,280,1.3413,1.3413,4.85,4.89,4.191299999999982,22000.0,40699.999999999614
118,281,1.12,1.12,4.89,3.99,4.189999999999977,35000.0,72449.9999999992
119,282,1.7888000000000002,1.7888000000000002,4.89,5.49,4.518799999999985,17733.0,30678.089999999727
120,283,2.061,2.061,6.39,4.39,5.200999999999976,27000.0,57779.999999999345
121,285,1.12,1.12,4.89,4.75,4.429999999999972,33212.0,76719.71999999907
122,288,1.19,1.19,7.54,5.19,6.539999999999928,24631.0,107144.84999999823
123,290,1.8125,1.8125,4.99,5.49,4.192499999999992,22000.0,30359.999999999825
124,291,1.3868999999999998,1.3868999999999998,5.14,4.99,5.1368999999999625,25995.0,71486.24999999903
125,293,1.12,1.12,4.89,3.99,4.189999999999977,35674.0,73845.17999999919
126,295,1.7888000000000002,1.7888000000000002,4.89,5.49,4.438799999999986,32000.0,52799.99999999956
127,296,1.1,1.1,4.49,3.99,3.5899999999999896,20000.0,29799.99999999979
128,300,1.3113000000000001,1.3113000000000001,5.44,5.39,5.411299999999955,27198.0,84313.79999999878
129,301,1.2999999999999998,1.2999999999999998,4.85,4.49,4.429999999999976,23401.0,49844.12999999944
130,302,1.1100000000000003,1.1100000000000003,4.89,4.49,4.429999999999972,12000.0,27839.999999999665
131,304,1.1600000000000001,1.1600000000000001,7.54,5.19,4.429999999999973,37000.0,83989.999999999
132,305,1.1100000000000003,1.1100000000000003,5.19,4.99,5.059999999999959,13000.0,38349.99999999946
133,306,1.1,1.1,7.34,5.19,4.429999999999971,34566.0,80538.77999999901
134,307,1.8200000000000003,1.8200000000000003,4.89,5.49,4.429999999999987,21000.0,33809.99999999972
135,313,2.0999999999999996,2.0999999999999996,6.39,4.39,6.109999999999957,34999.99,105349.96989999851
136,314,2.127,2.127,6.39,4.45,4.266999999999997,25000.0,28499.999999999927
137,316,1.3399999999999999,1.3399999999999999,5.44,5.65,5.109999999999962,35000.0,96949.99999999869
138,317,1.3163,1.3163,4.35,4.39,3.5862999999999943,17500.0,22224.999999999898
139,320,1.8399999999999999,1.8399999999999999,6.39,4.39,4.189999999999992,40000.0,53999.999999999694
140,323,1.54,1.54,6.39,4.59,4.189999999999986,32500.0,53624.99999999955
141,324,1.38,1.38,4.95,4.89,4.189999999999983,24500.0,44344.99999999958
142,325,1.7999999999999998,1.7999999999999998,5.14,5.24,4.429999999999986,31686.0,51648.17999999957
143,327,1.7999999999999998,1.7999999999999998,4.69,5.24,4.1899999999999915,40000.0,55599.999999999665
144,329,1.1313,1.1313,7.54,5.19,5.111299999999957,25207.0,75116.85999999892
145,330,1.6387999999999998,1.6387999999999998,5.14,4.99,4.438799999999983,20200.0,36359.99999999966
146,332,1.27,1.27,4.29,4.49,4.18999999999998,27000.0,51839.99999999946
147,334,1.1399999999999997,1.1399999999999997,4.89,4.75,4.429999999999972,24000.0,54959.999999999345
148,337,1.7975000000000003,1.7975000000000003,4.89,5.49,4.187499999999992,30000.0,41699.99999999975
149,344,1.1100000000000003,1.1100000000000003,4.49,3.75,3.509999999999992,24650.0,34509.99999999979
150,347,1.8200000000000003,1.8200000000000003,4.89,5.49,4.189999999999992,25000.0,34249.9999999998
151,348,1.2999999999999998,1.2999999999999998,4.85,4.49,4.189999999999981,20000.0,37799.99999999962
152,349,1.1188000000000002,1.1188000000000002,5.39,4.99,5.108799999999958,14999.0,44847.00999999936
153,350,1.1100000000000003,1.1100000000000003,4.89,4.49,4.269999999999976,24600.0,53135.99999999939
154,351,1.38,1.38,5.0,5.65,4.4299999999999775,36000.0,73799.9999999992
155,352,1.2199999999999998,1.2199999999999998,4.85,4.09,3.589999999999992,24000.0,32879.99999999981
156,353,1.42,1.42,6.69,5.29,4.429999999999978,22999.99,46229.97989999951
157,355,1.8388,1.8388,5.79,5.65,5.118799999999973,25333.0,57759.23999999931
158,357,1.0925000000000002,1.0925000000000002,4.35,4.09,4.192499999999977,36000.0,75599.99999999916
159,359,1.3288000000000002,1.3288000000000002,4.64,4.49,4.188799999999982,25000.0,46499.99999999955
160,360,1.2800000000000002,1.2800000000000002,7.19,4.49,4.189999999999981,32000.0,61119.999999999374
161,362,1.12,1.12,5.19,4.99,5.059999999999959,24000.0,70559.99999999901
162,363,1.12,1.12,5.79,4.49,5.059999999999959,20000.0,58799.99999999917
163,364,1.4263,1.4263,6.29,4.49,4.186299999999983,28000.0,49279.999999999534
164,365,1.8188,1.8188,5.39,5.49,4.438799999999986,26000.0,42119.99999999965
165,368,1.8200000000000003,1.8200000000000003,5.95,6.25,5.939999999999955,18658.0,58212.95999999916
166,370,1.12,1.12,5.09,4.09,3.489999999999992,40000.0,54799.99999999968
167,371,1.12,1.12,4.89,4.09,4.429999999999972,15901.0,36731.309999999554
168,373,1.31,1.31,4.85,4.39,4.189999999999982,24000.0,45119.99999999956
169,375,1.31,1.31,4.75,5.39,4.429999999999977,28500.0,60419.99999999933
170,377,2.09,2.09,6.34,3.65,5.539999999999969,49999.0,122497.54999999845
171,378,1.6150000000000002,1.6150000000000002,6.39,4.59,4.184999999999988,35000.0,54949.99999999958
172,380,1.4388,1.4388,5.89,5.75,5.118799999999965,20000.0,53599.99999999929
173,381,1.8200000000000003,1.8200000000000003,5.25,4.99,4.429999999999987,10000.0,16099.999999999869
174,382,1.315,1.315,4.35,4.39,3.504999999999996,24000.0,28559.999999999905
175,386,1.4175,1.4175,4.79,4.89,4.057499999999987,35000.0,57399.999999999534
176,391,1.8113000000000001,1.8113000000000001,4.69,5.24,4.191299999999992,55000.0,75899.99999999955
177,392,1.12,1.12,4.89,4.09,4.269999999999976,27351.0,58804.649999999325
178,394,1.3200000000000003,1.3200000000000003,4.29,4.29,4.189999999999982,36000.0,67319.99999999933
179,397,1.686,1.686,6.39,4.49,4.185999999999989,38000.0,56999.99999999959
180,398,1.8274999999999997,1.8274999999999997,4.89,4.99,4.187499999999992,26000.0,35359.9999999998
181,399,2.016,2.016,6.39,4.39,6.1059999999999555,29999.99,92699.96909999866
182,401,1.12,1.12,4.89,4.25,4.429999999999972,24548.0,56705.87999999932
183,404,1.3188,1.3188,4.64,3.89,3.3387999999999995,19500.0,19889.999999999993
184,409,1.1799999999999997,1.1799999999999997,4.89,4.75,4.189999999999978,35000.0,70349.99999999924
185,411,1.31,1.31,4.89,4.99,4.429999999999977,43000.0,91159.99999999898
186,413,1.8106,1.8106,5.95,6.0,5.260599999999969,21753.0,53294.84999999932
187,414,1.1174999999999997,1.1174999999999997,5.09,4.25,4.187499999999977,25000.0,51749.99999999943
188,418,1.3087999999999997,1.3087999999999997,4.64,4.49,4.438799999999976,30288.0,64513.439999999275
189,419,1.3319,1.3319,4.34,4.49,3.5818999999999948,20900.0,26124.99999999989
190,420,1.38,1.38,4.79,4.4,4.079999999999985,20000.0,33999.9999999997
191,421,1.12,1.12,4.89,4.19,3.489999999999992,43500.0,59594.99999999965
192,423,1.12,1.12,4.89,4.25,4.189999999999977,17372.0,35960.0399999996
193,426,1.1100000000000003,1.1100000000000003,4.89,4.49,4.189999999999977,25441.0,52917.27999999942
194,428,1.1,1.1,5.79,4.29,3.4899999999999918,76000.0,105639.99999999936
195,429,1.2838000000000003,1.2838000000000003,5.19,5.39,5.113799999999961,29839.0,84444.36999999883
196,434,1.2999999999999998,1.2999999999999998,4.35,4.49,4.189999999999981,28000.0,52919.99999999946
197,437,1.1188000000000002,1.1188000000000002,5.09,4.25,4.188799999999977,42197.0,87347.78999999903
198,442,1.7569999999999997,1.7569999999999997,6.79,5.19,5.106999999999971,10000.0,23499.99999999971
199,445,1.0438,1.0438,4.29,4.09,3.4937999999999905,30000.0,43499.99999999971
200,448,1.3200000000000003,1.3200000000000003,4.35,4.29,4.079999999999984,20014.0,35224.63999999968
201,451,1.3205999999999998,1.3205999999999998,5.44,5.39,5.060599999999963,31500.0,86309.99999999884
202,455,1.67,1.67,6.39,4.49,4.519999999999982,24731.0,45752.349999999555
203,462,1.4194,1.4194,4.99,4.89,4.439399999999978,32178.0,64999.559999999285
204,465,1.6,1.6,8.55,4.59,4.189999999999987,79250.0,126007.49999999898
205,466,1.8200000000000003,1.8200000000000003,6.79,5.09,4.429999999999987,32000.0,51519.99999999958
206,467,1.12,1.12,4.89,3.99,4.189999999999977,31900.0,66032.99999999927
207,472,1.3788,1.3788,5.44,5.65,5.118799999999963,35420.0,97050.79999999868
208,473,1.1,1.1,6.94,4.39,3.5899999999999896,20000.0,29799.99999999979
209,475,1.31,1.31,4.49,3.99,3.3399999999999994,22000.0,22659.999999999985
210,478,1.4313000000000002,1.4313000000000002,4.99,4.5,4.191299999999984,32000.0,56319.999999999476
211,483,1.17,1.17,7.14,4.39,4.429999999999973,23500.0,53109.999999999374
212,485,1.1100000000000003,1.1100000000000003,5.19,4.99,3.58999999999999,20000.0,29599.999999999796
213,486,1.12,1.12,4.89,4.19,4.189999999999977,40803.0,84462.20999999908
214,487,1.12,1.12,5.39,4.99,4.189999999999977,29000.0,60029.999999999345
215,488,1.7999999999999998,1.7999999999999998,4.89,5.24,4.879999999999977,16168.0,33629.43999999963
216,496,1.6100000000000003,1.6100000000000003,6.39,4.59,4.429999999999983,32500.0,59149.99999999943
217,499,1.3075,1.3075,4.35,4.49,4.187499999999981,24000.0,45119.99999999955
218,501,1.12,1.12,5.19,4.99,5.059999999999959,31311.0,92054.3399999987
219,503,1.3487999999999998,1.3487999999999998,4.85,4.39,4.078799999999984,19900.0,34426.99999999969
220,505,1.1100000000000003,1.1100000000000003,4.69,4.25,3.58999999999999,21000.0,31079.99999999978
221,506,1.42,1.42,5.44,5.65,5.119999999999964,36000.0,97199.99999999869
222,507,1.31,1.31,4.85,4.49,4.189999999999982,37500.0,70499.99999999932
223,508,1.38,1.38,5.74,5.75,5.119999999999963,49612.0,135936.87999999817
224,509,1.3688000000000002,1.3688000000000002,7.19,4.49,4.188799999999983,54000.0,98279.99999999907
225,512,1.31,1.31,4.49,4.29,4.189999999999982,25000.0,46999.99999999955
226,516,1.8200000000000003,1.8200000000000003,4.89,5.49,4.429999999999987,59000.0,94989.99999999924
227,518,1.38,1.38,5.23,4.99,4.079999999999985,24000.0,40799.99999999964
228,521,2.09,2.09,6.39,4.39,5.209999999999976,34999.0,74197.87999999916
229,522,1.42,1.42,4.99,4.89,4.1899999999999835,36260.0,64180.1999999994
230,524,1.3363,1.3363,4.64,4.49,4.1862999999999815,26000.0,48099.99999999952
231,526,1.1463,1.1463,5.79,4.49,4.186299999999978,29000.0,59159.99999999936
232,527,1.1,1.1,4.49,3.99,3.5899999999999896,22000.0,32779.99999999977
233,529,1.1,1.1,4.64,3.99,3.4899999999999918,34000.0,47259.99999999972
234,531,1.12,1.12,5.09,4.09,4.189999999999977,25000.0,51749.99999999943
235,532,1.3363,1.3363,4.34,3.99,3.5062999999999964,22000.0,25739.99999999992
236,534,1.1188000000000002,1.1188000000000002,5.39,4.99,5.058799999999959,19500.0,57329.9999999992
237,535,1.8559999999999999,1.8559999999999999,6.39,4.39,4.185999999999993,40000.0,53199.99999999972
238,543,1.12,1.12,4.29,3.99,4.189999999999977,43000.0,89009.99999999901
239,544,1.12,1.12,4.89,4.19,4.189999999999977,36619.0,75801.32999999916
240,548,1.3613,1.3613,4.85,4.89,3.5812999999999953,21805.0,26602.099999999897
241,555,1.8113000000000001,1.8113000000000001,5.95,6.25,5.111299999999972,41000.0,94299.99999999886
242,556,1.17,1.17,5.09,4.49,4.189999999999978,26000.0,52519.99999999943
243,558,1.3399999999999999,1.3399999999999999,5.44,5.39,5.059999999999963,35888.0,97615.35999999868
244,561,1.38,1.38,4.85,4.99,4.189999999999983,21000.0,38009.999999999636
245,563,1.12,1.12,4.89,3.69,3.58999999999999,22024.0,32375.27999999978
246,565,1.31,1.31,4.35,4.39,4.189999999999982,32000.0,60159.99999999942
247,569,1.3200000000000003,1.3200000000000003,4.85,4.49,4.189999999999982,34000.0,63579.999999999374
248,571,1.8288000000000002,1.8288000000000002,4.89,4.99,4.438799999999987,27000.0,43469.99999999965
249,578,1.3613,1.3613,5.44,5.65,5.111299999999963,20000.0,54999.99999999926
250,579,1.12,1.12,5.19,4.99,4.189999999999977,25000.0,51749.99999999943
251,580,1.12,1.12,4.89,4.25,4.189999999999977,20000.0,41399.99999999954
252,584,1.3181000000000003,1.3181000000000003,4.49,3.99,4.188099999999982,40000.0,74799.99999999926
253,589,1.12,1.12,4.89,3.49,3.58999999999999,50000.0,73499.9999999995
254,591,1.1013000000000002,1.1013000000000002,4.64,3.99,3.5112999999999914,24000.0,33839.99999999979
255,595,1.4225000000000003,1.4225000000000003,4.99,4.5,3.5124999999999984,19500.0,21254.999999999964
256,597,1.94,1.94,6.79,5.09,4.189999999999994,29999.99,37499.98749999983
257,600,1.1,1.1,5.79,4.29,3.339999999999995,40000.0,49599.999999999796
258,601,1.1100000000000003,1.1100000000000003,5.19,5.19,5.059999999999959,48500.0,143074.999999998
259,604,1.1,1.1,6.09,3.85,3.5899999999999896,74999.99,111749.98509999922
260,606,1.8200000000000003,1.8200000000000003,5.25,5.49,4.269999999999991,20000.0,28999.99999999981
261,608,1.8200000000000003,1.8200000000000003,5.95,6.25,5.659999999999961,25179.0,71508.35999999901
262,610,1.4388,1.4388,4.99,4.99,4.1887999999999845,35652.0,62390.99999999945
263,616,1.12,1.12,5.79,4.49,4.189999999999977,45000.0,93149.99999999898
264,618,1.7999999999999998,1.7999999999999998,4.69,5.24,4.1899999999999915,30000.0,41699.99999999975
265,619,1.17,1.17,5.09,4.25,4.189999999999978,26747.0,54028.93999999942
266,622,1.12,1.12,5.19,4.99,5.109999999999958,40812.0,122027.87999999826
267,625,1.0899999999999999,1.0899999999999999,5.79,3.85,3.589999999999989,46000.0,68999.9999999995
268,626,1.6,1.6,6.39,4.59,4.189999999999987,40000.0,63599.999999999476
269,627,1.3163,1.3163,4.89,4.99,4.436299999999976,27126.0,57507.119999999355
270,628,1.8075,1.8075,4.89,5.49,4.437499999999987,20000.0,32599.99999999973
271,630,1.1100000000000003,1.1100000000000003,4.69,4.25,4.07999999999998,25000.0,49249.999999999476
272,631,1.1,1.1,4.35,3.99,4.189999999999976,27000.0,56429.99999999936
273,635,2.1099999999999994,2.1099999999999994,6.79,5.15,6.109999999999957,23000.0,68999.99999999903
274,636,1.1,1.1,4.35,3.99,3.5899999999999896,24000.0,35759.99999999975
275,638,1.3075,1.3075,5.14,5.39,5.107499999999962,28500.0,79799.99999999891
276,639,1.38,1.38,4.59,4.99,4.189999999999983,22763.0,41201.029999999606
277,640,1.8399999999999999,1.8399999999999999,6.24,6.25,5.119999999999973,25000.0,56999.999999999316
278,641,2.061,2.061,6.39,4.39,4.430999999999992,25000.0,34249.9999999998
279,642,1.2999999999999998,1.2999999999999998,4.35,4.49,4.269999999999979,18700.0,36838.999999999614
280,644,1.31,1.31,4.49,4.39,4.189999999999982,36000.0,67679.99999999935
281,647,1.3175,1.3175,4.85,4.39,4.187499999999981,40000.0,74799.99999999926
282,648,2.0389999999999997,2.0389999999999997,6.79,5.09,4.438999999999991,34999.99,48999.98599999969
283,650,1.3688000000000002,1.3688000000000002,4.85,4.89,4.188799999999983,22000.0,40039.999999999614
284,651,1.3175,1.3175,4.35,3.99,3.3374999999999995,22000.0,22439.999999999993
285,653,1.81,1.81,5.95,6.25,5.119999999999973,25000.0,57749.999999999316
286,654,1.7800000000000002,1.7800000000000002,4.89,5.49,4.1899999999999915,25000.0,35249.99999999978
287,657,1.1100000000000003,1.1100000000000003,4.69,4.49,3.489999999999992,35000.0,48299.99999999972
288,659,1.0899999999999999,1.0899999999999999,5.79,3.85,3.589999999999989,20000.0,29999.99999999979
289,661,1.12,1.12,4.89,3.49,4.189999999999977,27000.0,55889.99999999939
290,664,1.3880999999999997,1.3880999999999997,5.14,5.75,5.138099999999962,25974.0,71428.49999999903
291,665,1.1,1.1,5.79,4.19,4.189999999999976,50000.0,104499.9999999988
292,666,1.4175,1.4175,4.49,4.89,4.187499999999984,40000.0,70799.99999999936
293,667,1.1543999999999999,1.1543999999999999,5.99,5.19,4.194399999999978,28000.0,57119.999999999374
294,668,1.1,1.1,4.29,3.99,4.079999999999979,18264.0,36162.71999999961
295,670,1.1,1.1,5.79,3.99,4.189999999999976,29000.0,60609.999999999316
296,671,1.12,1.12,4.89,3.99,4.189999999999977,34337.0,71077.58999999921
297,679,1.38,1.38,4.75,4.5,4.189999999999983,22500.0,40724.999999999614
298,680,1.3178,1.3178,4.35,4.39,4.1877999999999815,15000.0,28049.999999999724
299,681,1.8113000000000001,1.8113000000000001,4.89,5.49,4.191299999999992,45000.0,62099.999999999636
300,685,1.1,1.1,5.99,4.65,4.429999999999971,31953.0,74450.48999999907
301,688,1.12,1.12,5.19,4.99,4.189999999999977,32000.0,66239.99999999927
302,689,1.3200000000000003,1.3200000000000003,4.85,4.49,4.189999999999982,33307.0,62284.089999999385
303,690,1.12,1.12,4.89,4.25,3.489999999999992,70000.0,95899.99999999945
